,Price,Area,Floor,Bedroom,Restroom,Roadfrontage,Legal,Lat,Long
1055,5.8,59.0,4.0,4.0,3.76140520765834,0.0,1.0,10.79159445,106.6278536218016
1056,4.75,34.0,2.0,3.0,3.0,0.0,0.0,10.8030656,106.65227606400094
1057,3.65,40.0,2.4991274256715528,2.0,2.0,0.0,1.0,10.79159445,106.6278536218016
1058,6.9,125.0,4.0,6.0,3.0,1.0,1.0,10.8298295,106.7617899
1059,3.19,46.0,2.0,2.0,2.0,0.0,0.0,10.7763897,106.7011391
1060,2.5,14.0,3.0,2.0,3.0,0.0,1.0,10.7607295,106.70710890359896
1061,4.9,56.0,4.0,3.0,3.0,0.0,1.0,10.8030656,106.65227606400094
1062,4.7,85.0,1.0,2.0,1.0,0.0,1.0,10.7763897,106.7011391
1063,4.8,52.0,4.0,4.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1064,7.4,70.0,3.0,6.0,3.0,0.0,1.0,10.8030656,106.65227606400094
1065,4.9,56.0,1.656343027219851,2.0,1.0,1.0,0.0,10.7377548,106.72971280655216
1066,5.1,40.0,3.0,4.0,2.0,0.0,0.0,10.8121855,106.70404172557386
1067,6.4,40.0,2.0,2.0,3.0,1.0,1.0,10.79159445,106.6278536218016
1068,3.85,45.0,2.46043399085503,2.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1069,9.5,190.0,1.0,3.0,2.0,1.0,1.0,10.878345,106.57635314823771
1070,4.8,21.0,5.0,3.0,2.0,0.0,1.0,10.7726536,106.66821544343898
1071,7.5,64.0,3.3061359122830662,3.5411667044444806,3.3848149475283513,1.0,0.0,10.7705525,106.5995228258806
1072,8.5,60.0,3.0,4.0,4.0,0.0,0.0,10.8010732,106.6798916250364
1073,4.9,56.0,3.0,2.0,2.0,0.0,1.0,10.79159445,106.6278536218016
1075,1.55,35.0,2.0,2.0,2.0,0.0,1.0,10.7220335,106.62949387003158
1076,2.45,43.0,1.8594953165553818,2.0,1.0,0.0,1.0,10.86141075,106.66420925636412
1077,5.7,36.0,4.0,3.0,3.3082756145145886,0.0,0.0,10.7659529,106.6475594370616
1078,0.69,40.0,2.5010093604523433,3.0,2.0,0.0,1.0,10.7763897,106.7011391
1079,6.5,60.0,4.0,6.0,4.0,0.0,1.0,10.8030656,106.65227606400094
1080,9.99,77.0,4.0,4.0,3.0,1.0,1.0,10.8352833,106.67406562042235
1081,0.52,40.0,2.0,2.0,2.0,1.0,0.0,10.878345,106.57635314823771
1082,1.6,36.0,3.0,2.0,2.0,0.0,1.0,10.7220335,106.62949387003158
1083,4.8,80.0,2.704357096540818,3.264542199546948,2.926168693783829,0.0,0.0,10.7705525,106.5995228258806
1084,4.0,65.0,4.0,3.0,3.0295338532172984,1.0,1.0,10.79159445,106.6278536218016
1085,4.6,64.0,2.0,2.73271845697486,2.3841378134784312,0.0,0.0,10.7705525,106.5995228258806
1086,4.0,100.0,3.0,2.822953623247507,2.0,1.0,1.0,10.8298295,106.7617899
1087,3.55,60.0,3.0,2.0,2.0,1.0,1.0,10.86141075,106.66420925636412
1089,3.7,68.0,1.0,2.0766685631193633,1.552704805434221,0.0,1.0,10.7763897,106.7011391
1090,5.8,65.0,4.0,4.0,3.7667626464547475,0.0,1.0,10.8298295,106.7617899
1091,6.0,50.0,5.0,3.0,2.0,1.0,1.0,10.8030656,106.65227606400094
1092,5.8,88.0,2.0,2.8972092071608717,2.477162023094653,0.0,1.0,10.8030656,106.65227606400094
1095,7.95,50.0,3.0,4.0,6.0,1.0,1.0,10.8352833,106.67406562042235
1096,4.25,48.0,1.9239712891941387,2.0,1.0,1.0,1.0,10.8352833,106.67406562042235
1098,5.5,60.0,3.0,2.0,2.2544644168535264,1.0,1.0,10.8030656,106.65227606400094
1099,7.7,68.0,3.0,4.0,3.615050724071338,0.0,0.0,10.7705525,106.5995228258806
1100,3.95,26.0,3.0,2.0,3.0,0.0,1.0,10.7607295,106.70710890359896
1101,7.1,60.0,4.0,3.7240354731943475,3.624853165433004,1.0,1.0,10.8121855,106.70404172557386
1103,0.55,60.0,2.0,2.0,1.632654771627486,1.0,0.0,10.878345,106.57635314823771
1104,2.77,48.0,2.0,2.0,2.0,0.0,1.0,10.8121855,106.70404172557386
1105,4.3,86.0,2.058961534980668,3.0,2.0,0.0,0.0,10.8352833,106.67406562042235
1106,4.5,50.0,2.0,3.0,2.0,1.0,1.0,10.8010732,106.6798916250364
1109,6.4,62.0,2.965394185717777,3.0,3.0,1.0,0.0,10.8010732,106.6798916250364
1110,6.5,80.0,4.0,4.0,3.7313071545293397,1.0,1.0,10.8298295,106.7617899
1111,5.5,55.0,2.0,2.5791482375097132,2.29128715505274,0.0,1.0,10.8121855,106.70404172557386
1112,7.3,88.0,4.0,4.0,5.0,0.0,1.0,10.8352833,106.67406562042235
1113,4.3,44.0,3.0,2.0,2.0,0.0,0.0,10.8121855,106.70404172557386
1114,4.95,56.0,2.0,2.0,2.0,0.0,1.0,10.79159445,106.6278536218016
1115,4.5,65.0,2.0,5.0,5.0,0.0,1.0,10.7220335,106.62949387003158
1116,6.8,56.0,2.0,4.0,5.0,0.0,0.0,10.8121855,106.70404172557386
1117,5.5,48.0,3.0,3.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1118,7.6,45.0,5.0,4.260727476841696,4.370124368943905,1.0,0.0,10.7659529,106.6475594370616
1119,9.2,61.21600261695451,5.0,4.5350188861184755,4.708320232088145,0.0,0.0,10.7726536,106.66821544343898
1120,14.1,80.0,5.0,6.0,7.0,0.0,1.0,10.8121855,106.70404172557386
1121,4.9,40.0,4.0,4.0,3.0,1.0,1.0,10.8030656,106.65227606400094
1122,6.6,50.0,3.0,3.0,3.0,0.0,0.0,10.79159445,106.6278536218016
1123,6.48,90.0,3.0729948507681613,4.0,3.0,1.0,1.0,10.7705525,106.5995228258806
1124,5.0,52.0,5.0,4.0,4.0,0.0,0.0,10.8030656,106.65227606400094
1126,4.78,46.0,3.0,3.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1127,7.6,44.0,5.0,4.0,3.0,0.0,1.0,10.7726536,106.66821544343898
1128,3.15,51.0,2.582258459076609,2.816851335771053,2.455904845862575,1.0,0.0,10.7763897,106.7011391
1129,3.3,28.0,4.0,3.213943826946388,3.0941266258731677,1.0,1.0,10.8030656,106.65227606400094
1130,4.8,53.0,4.0,5.0,5.0,1.0,0.0,10.7377548,106.72971280655216
1131,6.12,35.0,2.0,2.0,2.0,0.0,1.0,10.8010732,106.6798916250364
1132,2.55,34.0,2.8167659327891954,4.0,2.0,0.0,1.0,10.86141075,106.66420925636412
1133,3.5,48.0,5.0,4.0,3.9564597155927643,0.0,1.0,10.7705525,106.5995228258806
1134,3.0,66.0,2.6365281594625394,2.8852386669584327,2.5086540114961116,0.0,1.0,10.8311346,106.7715507
1135,12.8,100.0,4.1475249124065705,4.470054321132592,4.4571708987838505,1.0,1.0,10.8030656,106.65227606400094
1136,12.5,50.0,6.0,6.0,7.0,1.0,0.0,10.8010732,106.6798916250364
1137,2.9,35.0,2.850353232397353,4.0,2.0,1.0,1.0,10.8030656,106.65227606400094
1138,4.0,72.0,2.0,3.0,2.0,1.0,1.0,10.7763897,106.7011391
1139,7.7,72.0,4.0,4.0,6.0,0.0,0.0,10.8352833,106.67406562042235
1140,8.7,52.0,3.0,4.0,4.0,0.0,0.0,10.8010732,106.6798916250364
1141,4.3,62.0,4.0,2.0,2.0,1.0,1.0,10.7763897,106.7011391
1143,3.95,110.0,2.448234149459239,3.238166655121706,2.6875835945019686,0.0,1.0,10.79159445,106.6278536218016
1145,10.5,105.0,4.0,5.0,5.0,0.0,0.0,10.8121855,106.70404172557386
1146,1.9,42.0,2.0,2.0,2.0,0.0,1.0,10.7220335,106.62949387003158
1147,4.05,35.0,3.0,2.0,1.0,0.0,0.0,10.8352833,106.67406562042235
1149,4.52,55.0,2.0,2.0,2.0,0.0,1.0,10.77526035,106.69957286491967
1151,4.7,45.0,4.0,3.0,4.0,0.0,0.0,10.79159445,106.6278536218016
1152,11.0,88.0,3.0,3.801149470023475,3.6531266915227487,1.0,0.0,10.7705525,106.5995228258806
1153,12.0,120.0,5.0,7.0,7.0,1.0,1.0,10.8030656,106.65227606400094
1156,4.9,56.0,2.4062249227057215,2.0,2.0,0.0,1.0,10.8030656,106.65227606400094
1157,9.0,121.0,1.0,2.8268639249623204,2.227453220009899,1.0,1.0,10.8298295,106.7617899
1158,4.5,62.0,4.0,4.0,3.588906822174984,1.0,1.0,10.79159445,106.6278536218016
1159,5.0,53.0,4.0,4.0,3.0,1.0,1.0,10.8030656,106.65227606400094
1161,8.4,63.0,5.0,4.0,5.0,1.0,1.0,10.8352833,106.67406562042235
1162,7.0,56.0,3.0,4.0,4.0,0.0,0.0,10.7705525,106.5995228258806
1163,7.5,68.0,3.0,3.0,4.0,0.0,0.0,10.7500035,106.51488582967848
1165,3.7,36.0,3.0,2.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1167,0.45,40.0,1.4561195178277302,1.0,1.0,1.0,0.0,10.7763897,106.7011391
1168,4.05,40.0,2.0,2.0,2.0,0.0,0.0,10.7763897,106.7011391
1169,8.3,76.51689339266406,3.0,4.584927543080761,5.0,0.0,0.0,10.8352833,106.67406562042235
1170,5.0,60.0,4.0,5.0,3.0,0.0,1.0,10.8298295,106.7617899
1171,8.3,90.0,3.539835549251716,4.0,3.7749230260053164,0.0,1.0,10.7763897,106.7011391
1172,5.95,62.0,3.0,4.0,4.0,0.0,0.0,10.79159445,106.6278536218016
1173,6.5,80.0,3.0,3.0,3.0,1.0,1.0,10.7500035,106.51488582967848
1174,4.7,54.0,3.0,3.1685520943365386,2.972865682469095,0.0,0.0,10.7705525,106.5995228258806
1175,4.5,52.0,3.0,2.0,3.0,0.0,1.0,10.8121855,106.70404172557386
1176,3.1,38.0,2.932954183692175,2.783237648280814,2.560418976507637,0.0,1.0,10.79159445,106.6278536218016
1177,3.0,50.0,2.0,2.0,2.0,0.0,1.0,10.77875265,106.6870307478091
1178,6.22,63.0,2.0,3.0,2.0,0.0,1.0,10.8030656,106.65227606400094
1179,3.3,28.0,4.0,3.213943826946388,3.0941266258731677,1.0,1.0,10.8030656,106.65227606400094
1181,1.7,39.0,2.0,2.0,2.0,0.0,1.0,10.7220335,106.62949387003158
1182,6.8,45.0,1.0,1.0,1.0,0.0,1.0,10.8010732,106.6798916250364
1183,4.85,42.0,4.0,3.0,3.0,0.0,0.0,10.8121855,106.70404172557386
1184,4.5,44.0,3.0,2.0,2.0,0.0,1.0,10.7377548,106.72971280655216
1185,7.2,42.0,5.0,5.0,4.0,1.0,1.0,10.8352833,106.67406562042235
1186,4.8,61.0,2.0,2.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1187,5.3,40.0,3.0,2.0,2.0,0.0,0.0,10.8121855,106.70404172557386
1188,9.7,125.0,3.0,3.0,3.1514981812953184,0.0,1.0,10.8352833,106.67406562042235
1189,8.6,93.0,3.0,3.0,2.0,0.0,0.0,10.8352833,106.67406562042235
1191,7.4,48.0,3.86313422286419,3.0,4.0,0.0,1.0,10.8121855,106.70404172557386
1192,8.9,90.0,5.0,4.0,5.0,1.0,1.0,10.86141075,106.66420925636412
1193,6.2,52.0,3.0,4.0,4.0,0.0,0.0,10.79159445,106.6278536218016
1194,2.25,48.0,2.0,2.0,2.0,1.0,1.0,10.7220335,106.62949387003158
1195,4.1,42.0,2.498644441924167,2.0,2.0,0.0,1.0,10.8030656,106.65227606400094
1196,9.1,120.0,4.0,5.0,5.0,1.0,0.0,10.8121855,106.70404172557386
1197,5.8,88.0,2.66945385861667,3.0,3.0,0.0,0.0,10.8030656,106.65227606400094
1199,7.6,64.0,3.0,4.0,4.0,0.0,1.0,10.8352833,106.67406562042235
1200,1.98,45.0,2.2753378981673187,2.0,1.8439181111131733,0.0,1.0,10.77875265,106.6870307478091
1201,3.65,43.0,3.0,2.0,2.0,0.0,1.0,10.74586825,106.63910717557408
1202,4.2,60.0,2.0,2.0,2.0,1.0,1.0,10.8298295,106.7617899
1203,8.5,68.0,3.0,3.511685644829843,3.4133133674521687,0.0,0.0,10.7705525,106.5995228258806
1204,7.2,60.0,3.0,4.0,5.0,1.0,0.0,10.7220335,106.62949387003158
1205,2.9,28.0,2.0,2.0,2.0,0.0,1.0,10.8030656,106.65227606400094
1207,2.7,50.0,3.0,3.0,3.0,0.0,1.0,10.7733621,106.7597722
1208,4.3,110.0,2.0,3.0138853947453947,2.434889686506022,0.0,1.0,10.7705525,106.5995228258806
1209,3.9,80.0,4.0,3.7246527473649547,3.4035532632234418,1.0,1.0,10.79159445,106.6278536218016
1210,9.8,64.0,2.0,2.9911333452629343,2.792020961905882,1.0,0.0,10.7705525,106.5995228258806
1211,3.0,27.0,2.0,3.0,2.0,0.0,1.0,10.79159445,106.6278536218016
1212,6.2,49.0,2.0,3.0,3.0,0.0,0.0,10.8030656,106.65227606400094
1214,10.0,80.0,3.0,4.0,3.0,1.0,0.0,10.7500035,106.51488582967848
1215,5.5,39.0,6.0,3.0,4.0,0.0,1.0,10.8030656,106.65227606400094
1216,11.0,140.0,4.0,4.680106988194096,4.397432174408332,1.0,1.0,10.8298295,106.7617899
1217,6.6,72.0,3.0,4.0,3.5398618008497884,0.0,0.0,10.7705525,106.5995228258806
1218,10.8,89.0,1.0,1.0,1.0,1.0,1.0,10.8352833,106.67406562042235
1219,5.99,58.0,5.0,4.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1220,5.7,51.0,3.0,3.197503291642945,3.056435989938013,0.0,0.0,10.7705525,106.5995228258806
1221,5.5,71.0,1.7434168301049127,2.0,1.0,1.0,1.0,10.7377548,106.72971280655216
1222,3.15,60.0,3.0,4.0,3.0,1.0,1.0,10.7705525,106.5995228258806
1223,5.9,54.0,4.0,3.0,4.0,0.0,1.0,10.79159445,106.6278536218016
1224,4.0,58.0,2.0,2.0,3.0,1.0,0.0,10.8298295,106.7617899
1225,8.0,40.0,4.307018906548578,5.0,4.0,1.0,1.0,10.8121855,106.70404172557386
1226,8.2,41.0,3.0,4.0,4.0,0.0,1.0,10.7607295,106.70710890359896
1227,3.0,50.0,2.0,5.0,3.0,0.0,0.0,10.7220335,106.62949387003158
1228,10.5,85.0,6.0,4.0,4.79048651542438,0.0,1.0,10.8030656,106.65227606400094
1229,8.2,88.0,4.0,4.0,4.0,0.0,1.0,10.8352833,106.67406562042235
1230,4.0,88.0,1.9738511711320328,2.0,1.7936207498519288,1.0,1.0,10.7763897,106.7011391
1231,2.5,30.0,3.0,2.0,3.0,0.0,1.0,10.7705525,106.5995228258806
1232,6.75,60.0,4.0,4.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1233,4.6,25.0,3.0,2.0,3.0,1.0,1.0,10.8030656,106.65227606400094
1234,5.8,59.0,5.0,4.0,3.0,0.0,1.0,10.8121855,106.70404172557386
1235,3.6,40.0,3.0,4.0,3.0,0.0,1.0,10.79159445,106.6278536218016
1236,3.79,42.0,3.0,3.119116943759098,3.0,0.0,0.0,10.7705525,106.5995228258806
1237,6.79,52.0,4.0,4.0,3.0,1.0,1.0,10.650967049999998,106.72638246812322
1238,4.4,66.0,1.716660735766272,2.0,1.0,0.0,1.0,10.7763897,106.7011391
1239,0.93,30.0,3.230927569000901,3.0903789045874257,3.0,1.0,1.0,10.7705525,106.5995228258806
1240,2.15,48.0,2.0,2.0,2.0,0.0,1.0,10.7705525,106.5995228258806
1241,8.1,66.0,6.0,4.0,5.0,0.0,1.0,10.8352833,106.67406562042235
1242,1.0,44.0,2.237910199229404,2.0,2.0,1.0,0.0,11.0370567,106.50241040288586
1243,3.95,38.0,2.0,2.0,3.0,1.0,1.0,10.79159445,106.6278536218016
1244,5.8,70.0,5.0,6.0,4.0,0.0,1.0,10.8298295,106.7617899
1245,4.4,80.0,3.0,3.0,2.0,0.0,1.0,10.7705525,106.5995228258806
1246,3.8,70.0,2.0,3.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1248,1.6,44.700300995806714,2.0,2.0,1.0,0.0,0.0,10.7500035,106.51488582967848
1249,6.1,68.0,4.0,4.0,5.0,0.0,0.0,10.7705525,106.5995228258806
1250,6.2,72.0,4.0,4.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1251,3.7,18.0,4.0,2.0,2.0,1.0,1.0,10.8121855,106.70404172557386
1252,4.8,33.0,2.416066053903986,2.0,2.0,0.0,0.0,10.8030656,106.65227606400094
1253,7.2,57.0,3.0,4.0,3.580650628428778,0.0,0.0,10.7705525,106.5995228258806
1254,4.2,110.0,2.0,2.0,2.0,0.0,1.0,10.7705525,106.5995228258806
1255,5.5,43.0,3.0,3.0,4.0,0.0,0.0,10.8010732,106.6798916250364
1256,7.2,45.0,2.0,3.0,2.0,1.0,1.0,10.8121855,106.70404172557386
1258,7.62,64.0,3.0,4.0,4.0,0.0,1.0,10.8352833,106.67406562042235
1259,2.2,32.0,4.0,2.0,3.0,0.0,1.0,10.79159445,106.6278536218016
1260,7.3,45.0,4.083478832878253,4.0,4.0,1.0,1.0,10.8352833,106.67406562042235
1261,2.85,60.0,3.0,4.0,3.0,1.0,1.0,10.7705525,106.5995228258806
1262,2.95,50.0,2.0,2.0,2.0,1.0,1.0,10.75575695,106.6674745944056
1263,5.9,52.0,3.0,4.0,3.4916215279046874,0.0,0.0,10.7705525,106.5995228258806
1264,0.45,100.0,1.0,2.0,1.0,1.0,0.0,10.878345,106.57635314823771
1265,5.0,72.0,3.0,5.0,3.0,0.0,1.0,10.7705525,106.5995228258806
1266,6.95,63.0,2.0,2.0,2.0,0.0,1.0,10.8121855,106.70404172557386
1267,5.5,45.0,3.0,5.0,3.9906601097406167,0.0,0.0,10.8030656,106.65227606400094
1269,8.6,60.0,5.0,4.0,3.0,1.0,0.0,10.8030656,106.65227606400094
1270,6.0,85.0,2.0,6.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1271,5.5,46.0,3.0,3.0,2.0,0.0,0.0,10.8121855,106.70404172557386
1272,3.7,60.0,2.0,2.0,1.938205076708094,0.0,0.0,10.79159445,106.6278536218016
1274,6.0,87.0,3.0140653023546875,3.4346112426985815,3.135691596184266,0.0,1.0,10.8298295,106.7617899
1275,4.8,40.0,2.0,3.0,2.0,0.0,0.0,10.8121855,106.70404172557386
1276,4.95,57.0,2.0,2.0,2.0,0.0,1.0,10.79159445,106.6278536218016
1277,3.8,25.0,3.0,2.0,2.0,0.0,1.0,10.75575695,106.6674745944056
1278,7.9,33.0,4.0,3.0,3.383823249632929,0.0,1.0,10.77526035,106.69957286491967
1279,2.1,33.0,2.0,2.0,2.0,0.0,0.0,10.7220335,106.62949387003158
1281,2.15,48.0,3.0,4.0,3.0,0.0,1.0,10.7220335,106.62949387003158
1283,7.7,64.0,3.0,4.0,3.6149810379448013,0.0,0.0,10.7705525,106.5995228258806
1284,1.56,42.0,2.0,2.0,2.0,0.0,1.0,10.7377548,106.72971280655216
1285,5.3,49.0,4.0,5.0,5.0,0.0,1.0,10.8298295,106.7617899
1286,8.0,60.0,5.0,4.330387327419928,4.4393803944870776,0.0,1.0,10.8030656,106.65227606400094
1287,6.8,60.0,3.0,4.0,4.0,1.0,1.0,10.8121855,106.70404172557386
1288,5.2,66.0,5.0,4.226863443100357,4.1927827489238805,0.0,1.0,10.79159445,106.6278536218016
1289,3.0,57.0,3.0,3.0,3.0,1.0,1.0,10.8298295,106.7617899
1292,8.1,58.0,3.0,4.0,4.0,0.0,0.0,10.8030656,106.65227606400094
1293,5.2,64.0,2.8472149435715295,3.0,3.0,0.0,0.0,10.8298295,106.7617899
1294,4.1,90.0,2.0,2.81903013894488,2.3185166233593133,0.0,1.0,10.7705525,106.5995228258806
1295,10.0,75.0,6.0,6.0,8.0,1.0,1.0,10.8121855,106.70404172557386
1296,5.2,120.0,2.0,3.0,2.0,0.0,1.0,10.79159445,106.6278536218016
1297,6.8,42.0,2.0,2.0,2.0,0.0,1.0,10.8121855,106.70404172557386
1299,4.5,52.0,3.0,3.0,3.0,0.0,0.0,10.7705525,106.5995228258806
1301,6.1,80.0,3.0,4.0,5.0,0.0,1.0,10.7705525,106.5995228258806
1303,7.4,59.0,4.0,3.0,2.0,0.0,0.0,10.8121855,106.70404172557386
1304,6.1,45.0,4.0,3.0,3.0,0.0,1.0,10.8121855,106.70404172557386
1305,6.5,60.0,5.0,6.0,3.0,1.0,0.0,10.8030656,106.65227606400094
1306,7.9,48.0,3.8861735110514672,3.0,4.0,0.0,1.0,10.8121855,106.70404172557386
1307,8.8,56.0,3.0,4.0,3.0,0.0,0.0,10.8352833,106.67406562042235
1309,7.0,53.0,3.0,2.0,2.356692721556562,1.0,1.0,10.8352833,106.67406562042235
1310,3.3,40.0,2.7088680253500392,2.7896473044719547,2.4964003135428134,1.0,0.0,10.7763897,106.7011391
1311,5.85,108.0,3.0,4.0,3.4891762877967416,0.0,0.0,10.7705525,106.5995228258806
1312,8.3,75.0,5.0,5.0,4.816349185703952,0.0,1.0,10.8298295,106.7617899
1313,4.25,32.0,4.0,3.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1314,5.5,120.0,1.0,4.0,1.0,0.0,1.0,10.8298295,106.7617899
1315,7.8,40.0,5.0,4.0,4.170020585131322,1.0,1.0,10.74586825,106.63910717557408
1316,8.2,70.0,3.0,3.4777892034220517,3.2914114983943747,1.0,0.0,10.7705525,106.5995228258806
1317,1.78,30.0,2.0,2.0,3.0,1.0,1.0,10.7705525,106.5995228258806
1318,13.9,93.0,3.0,4.0,5.0,0.0,1.0,10.7763897,106.7011391
1319,4.0,40.0,3.0,3.0,3.0,0.0,0.0,10.8121855,106.70404172557386
1320,4.85,8.0,4.0,4.0,5.0,1.0,1.0,10.86141075,106.66420925636412
1321,2.55,60.0,3.0,4.0,3.0,1.0,1.0,10.7705525,106.5995228258806
1322,1.9,42.0,2.0,2.0,2.0,0.0,0.0,10.79159445,106.6278536218016
1323,4.9,48.0,3.0,3.0,2.0,0.0,0.0,10.8352833,106.67406562042235
1324,13.0,8.0,4.0,4.0,5.0,1.0,0.0,10.8298295,106.7617899
1325,1.7,50.0,2.3738820186165235,2.0,2.0,1.0,1.0,10.878345,106.57635314823771
1327,2.7,75.0,2.0,2.602359486700314,2.109220754567808,0.0,1.0,10.79159445,106.6278536218016
1329,3.0,58.0,1.0,1.94505254151913,1.436320684437348,0.0,1.0,10.8298295,106.7617899
1330,7.8,80.0,3.55664276240449,4.03200067000882,4.0,0.0,0.0,10.8352833,106.67406562042235
1331,0.5,60.0,1.9272430763735144,2.0,1.5372139350213505,1.0,1.0,10.7763897,106.7011391
1333,3.0,80.0,2.881803212022451,3.337572542556207,3.0,1.0,1.0,10.8298295,106.7617899
1334,4.85,71.0,2.549353246640738,4.0,2.0,0.0,1.0,10.7377548,106.72971280655216
1335,3.1,44.0,3.0,2.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1336,4.35,60.0,4.0,3.0,3.0,0.0,0.0,10.7705525,106.5995228258806
1338,0.39,30.0,3.0,2.0,2.0,0.0,1.0,10.7763897,106.7011391
1340,5.8,78.0,2.0,3.0,2.0,1.0,1.0,10.8030656,106.65227606400094
1341,4.25,44.0,3.0,3.0513547382937856,2.880349836886686,0.0,0.0,10.7705525,106.5995228258806
1342,2.15,48.0,3.0,4.0,3.0,0.0,1.0,10.7705525,106.5995228258806
1343,2.25,48.0,3.0,2.0,2.0,1.0,1.0,10.7705525,106.5995228258806
1344,6.8,154.0,2.324342604649825,3.0,3.0,1.0,1.0,10.7763897,106.7011391
1345,5.2,62.0,2.9377289292668074,3.2420085340646287,3.0243510365060544,0.0,0.0,10.79159445,106.6278536218016
1346,5.8,30.0,4.0,4.0,3.0,0.0,1.0,10.79159445,106.6278536218016
1347,2.46,21.0,3.0,2.0,2.2063291182770364,0.0,0.0,10.8352833,106.67406562042235
1348,11.0,71.0,4.0,7.0,7.0,1.0,1.0,10.8030656,106.65227606400094
1349,2.55,33.0,2.0,2.0,2.0,0.0,1.0,10.8121855,106.70404172557386
1350,11.9,79.0,4.0,3.0,3.0,0.0,1.0,10.8352833,106.67406562042235
1352,4.43,44.0,3.0,3.0,2.0,1.0,1.0,10.8352833,106.67406562042235
1353,12.8,41.0,2.0,3.0,2.0,0.0,1.0,10.7726536,106.66821544343898
1354,8.4,58.0,5.0,4.0,6.0,0.0,1.0,10.8352833,106.67406562042235
1355,2.4,22.0,3.0,3.0,3.0,0.0,1.0,10.8010732,106.6798916250364
1356,3.9,100.0,4.0,5.0,6.0,1.0,1.0,10.8121855,106.70404172557386
1357,5.2,120.0,1.0,4.0,2.0,1.0,1.0,10.8298295,106.7617899
1358,3.5,150.0,4.0,4.379742536790316,3.804530607028944,0.0,1.0,10.7705525,106.5995228258806
1359,5.7,40.0,4.0,5.0,4.283893312159739,0.0,1.0,10.7763897,106.7011391
1362,4.7,56.0,3.0,2.0,2.0,0.0,1.0,10.8352833,106.67406562042235
1363,1.65,35.0,2.0,2.0,1.7191598504997696,0.0,1.0,10.86141075,106.66420925636412
1364,9.2,80.0,3.0,6.0,4.689702281706177,1.0,0.0,10.7763897,106.7011391
1365,6.9,162.0,1.0,6.0,3.750267392065961,1.0,1.0,10.7763897,106.7011391
1366,6.5,65.0,3.0,4.0,4.0,0.0,1.0,10.8352833,106.67406562042235
1367,5.1,90.0,6.0,3.0,2.0,1.0,1.0,10.8352833,106.67406562042235
1369,4.85,78.0,2.0,3.0,2.0,1.0,0.0,10.8298295,106.7617899
1370,8.75,62.0,1.942617139171272,2.0,1.0,0.0,1.0,10.7377548,106.72971280655216
1371,0.95,46.0,1.4543517734946292,1.0,1.0,1.0,0.0,10.7500035,106.51488582967848
1372,5.4,38.0,3.0,3.0,3.0,0.0,0.0,10.8030656,106.65227606400094
1373,5.4,45.0,3.135026524834146,6.0,2.0,0.0,1.0,10.77526035,106.69957286491967
1374,5.5,3.0,3.0,4.0,3.0,0.0,1.0,10.8298295,106.7617899
1375,3.4,27.0,2.0,2.203548293048021,1.949852433800273,0.0,1.0,10.8121855,106.70404172557386
1376,6.4,45.0,4.0,3.0,4.0,0.0,0.0,10.8030656,106.65227606400094
1377,4.6,25.0,3.0,2.0,3.0,0.0,1.0,10.8030656,106.65227606400094
1378,3.05,60.0,3.0,4.0,3.0,1.0,1.0,10.7220335,106.62949387003158
1379,3.0,100.0,1.9298060340412064,2.0,2.0,1.0,1.0,10.8298295,106.7617899
1380,9.5,78.0,3.8372139242303493,4.0,4.0,0.0,1.0,10.8121855,106.70404172557386
1381,8.0,85.42234732186463,2.0,3.0,2.597250801740012,1.0,1.0,10.79159445,106.6278536218016
1382,4.5,58.0,4.0,3.0,3.0,0.0,0.0,10.7705525,106.5995228258806
1383,1.89,51.0,1.0,1.7828020799651192,1.1914306338591967,1.0,1.0,10.8298295,106.7617899
1384,6.7,52.0,5.0,4.0,4.0,1.0,0.0,10.8121855,106.70404172557386
1385,12.0,90.0,5.0,6.0,6.0,1.0,1.0,10.7763897,106.7011391
1386,6.0,40.0,3.275250723005893,3.2605005694997664,3.209742078477447,0.0,0.0,10.7659529,106.6475594370616
1387,5.3,80.0,2.749810917109304,3.2811985175617737,2.9015688376882913,1.0,0.0,10.7705525,106.5995228258806
1388,3.0,48.0,3.0,2.0,2.0,0.0,1.0,10.8298295,106.7617899
1389,6.0,75.0,3.574963381247242,3.0,4.0,1.0,1.0,10.8298295,106.7617899
1390,3.65,52.0,4.0,5.0,3.0,1.0,0.0,10.8298295,106.7617899
1391,1.1,40.0,1.6503489198026138,1.0,1.0,0.0,1.0,10.7763897,106.7011391
1392,4.0,60.0,3.0,2.0,2.0,0.0,1.0,10.8010732,106.6798916250364
